,text
1512,".@ipritamofficial @irshad_kamil Imtiaz wouldn't let me sing our fav song #Safar. @raiisonai did &amp; yeah it's better.

https://t.co/18i6p5cvW7"
1513,I want to do this too. Glad u like the song.  https://t.co/EAqiUlCT6N
1514,Sending u the next one releasing today. Hope u like that too. Safar. https://t.co/Wriyj1g1Eq
1515,When she says my name it sounds like Hairy Dairy Mary Fairy…anything but Harry. But I like it… https://t.co/n3PJ0mpA7t
1516,"Early morning 2 bed, early nite 2 rise…makes a man cut down his age by twice. Healthy habits bro! Lighting helps too https://t.co/hX0J74JUQT"
1517,Hectic but fun song shoot. Back on floor on a rainy languid kind of day… https://t.co/OsyI1aZvVj
1518,RT @Saavn: #Radha hits the 2M milestone 🎉 on Saavn and rules the Weekly top 15 charts at #1 💪! Click and spread the love 😻👇https://t.co/82t…
1519,Thank u so much bro. Bless u and the family.  https://t.co/DqRLpCBHVT
1520,"Groove with us on #BeechBeechMein full song! 
https://t.co/9xcK7OZsut

@AnushkaSharma @ipritamofficial @redchilliesent @sonymusicindia"
1521,"Sur lag jata hai mera tumhaare wala #BeechBeechMein
#SongTrailer- 
https://t.co/9lDTqRcwsd
@AnushkaSharma @RedChilliesEnt @ipritamofficial"
1522,Will be at Tamasha in 45 mins. Flt delay &amp; a bit of traffic aapke aur mere Beech Beech Mein https://t.co/AIq7sPkPFO
1523,"RT @TwitterIndia: And what you were seeking has been found on Twitter! 
Use the hashtags #JHMS or #JabHarryMetSejal to make the ring appear…"
1524,".@AnushkaSharma You know what ma'am? Aisa kaam mujhse aaj tak kisine nahi karwaya! @RedChilliesEnt #JHMSMiniTrail5 

https://t.co/MXqRMUR8l2"
1525,For those happy moments…&amp; relationships…which r fun cos they r not complete…sort of #BeechBeechMein Tomorrow. https://t.co/dPzDTYlrMl
1526,".@AnushkaSharma Sejal, this one’s for you! #SejalWave @RedChilliesEnt https://t.co/Ku2W6e6ysq"
1527,Thx for liking this song so much… next one to follow soon. https://t.co/Z6AJcDQZPA
1528,"U don't need to look far away for what u seek! It's right here altogether, Jab #MiniTrails Met #MiniTrails.… https://t.co/PR0kHI4To6"
1529,Harry aur Sejal ki tarah idhar udhar bhatakne se behtar hai ki sab kuch ek hi jagah mil jaaye toh... Jab… https://t.co/ftBXMLusmc
1530,"Ma’am! Kitni baar kahoon, mere liye Sejal hi kaafi hai! @AnushkaSharma #JHMSMiniTrail4

https://t.co/YUZKbQ2I7M"
1531,What exactly happened that night? #ItHappenedOneNight @S1dharthM @sonakshisinha @karanjohar @junochopra… https://t.co/pT2D0BQchz
1532,Good idea  https://t.co/8O1Dfscg38
1533,"Imtiaz @ipritamofficial @raiisonai Idhar ka hi hoon main,udhar ka raha,safar ka hi hoon main safar ka raha Rain song https://t.co/1l1Ul8KUrr"
1534,RT @FeverFMOfficial: This is how @FeverFMOfficial is going ga-ga over #Radha from #JabHarryMetSejal! https://t.co/D2sjfUG5d1
1535,Eid Mubarak! Thank you for making my day special. And thank you for joining me on this glorious journey of 25 years… https://t.co/h29r3RNelz
1536,RT @HyundaiIndia: Buckle up for a new experience! #NewGenHyundai. To stay updated click here.https://t.co/MbPaKxTud5 https://t.co/hu9QcWwltd
1537,Coming  out in a bit friends https://t.co/RTpJs3cQIJ
1538,The song is lovely and so are you. Made my day seeing u sing it.  https://t.co/lbyyUJdaFu
1539,Aap ko bhi. Lots of love to u and family  https://t.co/lnrNnQXQNc
1540,Thank u so much my man. Really sweet of u https://t.co/ZVekAbWb3q
1541,Went 2 bed early cos been a hectic week.Woke up for no reason &amp; realised I am 25 yrs old.Will deal with all this love tom.Thx for bearing me
1542,So special.Thx to Mr.Palekar @SrBachchan Rani Suniel @iam_juhi @AnupamPkher @ravichandaran1 &amp; crew &amp;especially Bobby https://t.co/1UulL1sruP
1543,@aliaa08 All my love to u lil one Have a good shoot. U do well Bosky @meghnagulzar https://t.co/fvKOtwR4ve
1544,Please catch Raees on Zee https://t.co/Nqb1yBsBhA
1545,Wish u all the best https://t.co/MQuXZlbN2F
1546,The pleasure is all mine https://t.co/9D6OQW9D15
1547,"To all my Tamil friends heres the dynamic trailer of my friend Maddy's film #VikramVedha @ActorMadhavan @sash041075
https://t.co/FVuxuSCn2i"
1548,Thank u sir. So glad u like it. Let’s shoot na! Missing u https://t.co/21RMikGWAf
1549,Thk u hon’ble CM @vijayrupanibjp for regaling us with ur stories of the past struggles &amp; vision of ur future dreams https://t.co/ucleDIWXKK
1550,Aah well. That kind of a happy day. Thx everyone in Gujarat for ur love. https://t.co/Krf3bvDBUU
1551,"Meri Sejals, Meri Radhas... made Imtiaz Ali take this picture so he stays out of it... love you all… https://t.co/mJMnHLS2x1"
1552,"Sejal! Time's up. Bata de will you be my Radha? @AnushkaSharma @RedChilliesEnt @sonymusicindia #RadhaOutNow 

https://t.co/qSmdTkNaCp"
1553,Thank u so much https://t.co/JfoMqkYj5f
1554,Thank u so much. Bless u https://t.co/tDz0BTlA2P
1555,Happy u like them Diana. Thanks https://t.co/PQ9uQKwYy8
1556,Thank u sir. We r trying our best.  https://t.co/7HOSYcWkkN
1557,Thank u and thank u for Sita too. Will read in a few days.  https://t.co/4vfhbXgPMd
1558,Thank u https://t.co/CztUjkbzGS
1559,Thank u for liking them. https://t.co/a26NtSIS6q
1560,Thank u lovely one. https://t.co/YSYpJPcyXZ
1561,I warned u I am cheap https://t.co/JdlV4RTH0I
1562,Glad u r enjoying it https://t.co/sQVBMgGHLM
1563,Say what!! Is t it cool. Thanks  https://t.co/yjmHMse9xp
1564,Thank u for hosting us https://t.co/VeCHiJWhGy
1565,U r too sweet. Thanks https://t.co/UK62dUUDFc
1566,Thank u for like big it https://t.co/3lnf3AeSGS
1567,Thank u so much https://t.co/P29VdQzFWW
1568,"Well, they have all agreed to be my Radha! Do you? @AnushkaSharma @RedChilliesEnt 
#RadhaComingTomorrow https://t.co/wWpka5Bbf4"
1569,"Excuse yeh hai ki main character hu…A1! @AnushkaSharma 
#JHMSMiniTrail3 

https://t.co/BFNNFMohTL"
1570,Extremely happy &amp; proud to be part of Global League. Will try our best to make Cape Town &amp; Newlands proud of us.  https://t.co/WcY81D9gek
1571,Ha ha https://t.co/aRSos9uTk9
1572,And a fulfilling Father’s Day at Arth designed by @gaurikhan https://t.co/t371Qq4CFP
1573,My pleasure https://t.co/obfbLCmmuN
1574,https://t.co/OtFn07awEK This is  a must watch.
1575,"Ab mujhe darne ki zaroorat nahi! Ye Indemnity Bond hai na! @AnushkaSharma #JHMSMiniTrail2 

https://t.co/riXKGtw8KY"
1576,Me too me too. Love u https://t.co/sMWKNwfNsk
1577,"Sejal, maine toh pehle se hi bataya tha ki main thoda sa cheap hoon! Aur kal kuch aur batata hoon. @AnushkaSharma 

https://t.co/n864hYRtFf"
1578,Yeah sure in my dreams I would ever be able to smash u around!! Ha ha https://t.co/NoG5NDh0Pv
1579,Thank u mate. Been so long since we met. Be well &amp; enjoy the match. https://t.co/kEyCJwUfDU
1580,All spruced up 2 cheer for CT17 Finals. Also excited to present the MiniTrails to the world #JabHarryMetSejal https://t.co/hPZDXz1uFo
1581,Thank u ji https://t.co/ZuBp84aJ9O
1582,Am glad u enjoyed it. Thanks https://t.co/XsyJf4jsKj
1583,Thank u sir. U r kind  https://t.co/9P2IW4Z4WC
1584,Thank u for coming https://t.co/JkaZVRwyZx
1585,Yes fun time and win time tomorrow. Thx for having me on the show.. always a pleasure. https://t.co/v4AyyV9PvA
1586,Kithe hai kudi... Kithe hai meri Sejal? Aa raha hun dil waapas lene. Let me know your city:… https://t.co/OKKU2S6nDE
1587,Jagga Jasoos we r quits now!!! Hisaab barabar. Give @karanjohar his share for the ‘Jab’ part in JHMS please. https://t.co/gPtrUdwedD
1588,"Leather jacket,the bike with macho Imtiaz sir atop!The pic is self explanatory.V r fans of his model like looks. https://t.co/h0D6sUD7tv"
1589,Wish u and ur family health and happiness  https://t.co/7cZ61ydSHv
1590,https://t.co/NpDl7V7SNL
1591,Thx for the tip ma’m we r all set for 2017 too then.  https://t.co/xaiwlRVlA8 https://t.co/cXST7PHl4M
1592,U could have used a better picture for Harry…Sejal looks lovely. https://t.co/XhSvvgFADp
1593,Was working so couldn’t attend this lively recording for #JabHarryMetSejal https://t.co/2f3VzkBUKL
1594,Action comedies. Love u  https://t.co/MTxFXWOMNz
1595,Thank u all. Have to go now. Movie time with AbRam. Love and happiness to everyone. Till next #AskSRK https://t.co/JZzhfZ8xAj
1596,Love u all https://t.co/cHXZIhDPYB
1597,Ab iska kya jawab doon. I love the title! https://t.co/di0p51cJwi
1598,Songs are very good and situational https://t.co/RQhVzrkXnQ
1599,She is lovely https://t.co/2edANln2bF
1600,See it on 15th https://t.co/sE1ABfN3gA
1601,In spirit of course. Have shooting here https://t.co/WS47wEwiRY
1602,So glad she is doing such varied roles https://t.co/cbR1P020Q6
1603,Yeh joke purana ho gaya...koi nayi baat batao https://t.co/Wfirh8InAX
1604,Pizza bhi deliver kar doon ghar mein... https://t.co/l4FzgtZfYg
1605,Captain Cool https://t.co/g6XhOylRZa
1606,We r a family of jokers...all the boys in the family. https://t.co/WDnILgJnuZ
1607,Love u https://t.co/ihqJnVsTOA
1608,I like the shape of you https://t.co/uCaB7xAwcx
1609,Breakage is bad...period https://t.co/3I62Q9Ke1H
1610,For the same reason that Rhythm is spelt like this https://t.co/cbMX7qRea6
1611,Pucca https://t.co/ZRXoh99Hmg
1612,Nahi toh... kya??? https://t.co/QHjB4IxV9C
1613,U r all beautiful https://t.co/9cXHqu5mje
1614,All the best https://t.co/YT9LWdfEhm
1615,Red Chillies all films on Netflix...don't know about YRF https://t.co/cmlBTNL4u4
1616,Was fun. And Diljit has sung it awesomely https://t.co/cCrrM7V8qL
1617,Yes seeing that one only https://t.co/XrYaQCysDH
1618,Dil le gayi kuddi Gujarat ki... https://t.co/NGJzunC6th
1619,Taking 10 mins break from #AskSRK putting on A dinosaur movie for AbRam
1620,Nahi uss din main Salman ke saath hoon: https://t.co/KgSbA2cpwn
1621,Sapien https://t.co/BFKqDMCaHQ
1622,And no need for population control here! https://t.co/lAmEbeUnrG
1623,I had thought it will be loved...but in life wot u love need not be an object of universal love. So I have Fan to m… https://t.co/BMCqOzLQ9p
1624,Hello Garib https://t.co/M9r8U6en4Q
1625,Puppy eyes work always https://t.co/PeJKYrVkpH
1626,Peace Love and Kindness...damn I sound like Pageant contestant!!! https://t.co/G9KO2XeOfr
1627,So sorry but main Sejal ke saath hoon uss din! https://t.co/WTZ2TK79Df
1628,Tum bhi https://t.co/H47cb9gYTW
1629,To begin with it's Jan Harry Met Sejal. U will as days pass. https://t.co/qRBqKa9NoP
1630,Love u https://t.co/ID0liH6t78
1631,Awesome and a gentleman https://t.co/qKTcV6iJL8
1632,Choti choti khushi mil Rahi hai https://t.co/EMveJmtRIc
1633,Always get so much love when I am there https://t.co/3bx1FO1EBe
1634,Love to u https://t.co/nGIXE9LBKl
1635,Thanks for appreciating https://t.co/3i2MIKQUKn
1636,Hi https://t.co/z9SsctnnLT
1637,Marks don't maketh a person ...u have have a lifetime to make a mark in life. I got only 88 I think https://t.co/TR8hMqJp5R
1638,Love to mom and u https://t.co/o4qyD1mtXc
1639,Butterfly and a Diplo song https://t.co/ghw4riihdN
1640,He has a great sense of humour and is very kind https://t.co/i7WKvmG3VF
1641,Meryl Streep https://t.co/enwhq0UPKE
1642,Been working for 25 yrs to get noticed...don't want to be invisible ever https://t.co/l7NogwCKIt
1643,Love u https://t.co/NM9C9JqmLv
1644,Yes and it's called Rehnuma also!!! https://t.co/UgUpyLcNWg
1645,Jumping in front of me https://t.co/0fR51i7uCs
1646,Your own love stories https://t.co/lwMLwduhHp
1647,Bech rahe ho kya??? https://t.co/V2nU2szGoA
1648,And because it's been a while and exciting stuff happening all around.lets do a #AskSRK 15 mins then I hav to dissolve into work
1649,And for those who r feeling like this today….remember there r so many other days…Jab Charlie Met Snoopy https://t.co/YKHMrRe0kD
1650,Chalte Chalte our first commercially successful film. Changed the course of our lives. It was lovely Aziz @iam_juhi @RonnieScrewvala &amp; Rani
1651,So nice to see sooo many meeting so many. This is my contribution “Jab Harry Met Hair all over the place Ali”… https://t.co/BpMvsD7k71
1652,It’s so good &amp; relaxing to see our team so much in control. Well done Team India.
1653,It was fun shooting with u. All the best https://t.co/8PQM1XoJfj
1654,I am so sorry Sejal Badala. Hope u like my next film title better..it’s called “Badala oops Badle ki Aag” https://t.co/7cX23EaSH8
1655,Your title I have kept for the film you and I do next…https://t.co/66m0JsJ0mw
1656,Exactly.... #JabHarryMetSejalAug4 @AnushkaSharma @RedChilliesEnt https://t.co/yOjlltE2iI
1657,Do nothing.... Just... @AnushkaSharma https://t.co/6DD22JotC1
1658,Bhai title mein hi itna time lag gaya trailer ki baat kar rahe ho aap!! https://t.co/ozMrsepJlo
1659,Just in case Ranbir Kapoor ever claims it…the title Jab Harry met Sejal was never ever suggested by him!So he doesn’t win the Rs.5000 reward
1660,...is seeking you! @AnushkaSharma  @RedChilliesEnt https://t.co/8L6N7d5req
1661,Very beautiful.  https://t.co/mTQpuL1X6R
1662,"As overplayed as the pun is, I still can’t resist writing…“Hav u ever seen a better pair of perfect fitting genes?” https://t.co/TLhbcBx46U"
1663,Chulbul Panda!! https://t.co/ZkyCRhxzA7
1664,Have a good day. Thank u https://t.co/SE5NWcrN9y
1665,This @aanandlrai brings so much happiness on sets &amp; the reason is cos he has the most beautiful daughter &amp;  wife…dimples overload. Thx sir
1666,My friend @mkoirala new film Dear Maya is out today. She is so beautiful in more ways than anyone can imagine…do go and see her film please.
1667,"TGIF! Survived the week inspite of a plane crash, fatal accident on sets &amp; yet another title of Imtiaz Ali film! https://t.co/5W5DtrrupA"
1668,"And u r doing it all over again! We should hav another nite like this, I still have the shirt.  https://t.co/9iSV9RNBGw"
1669,Well done. All the best https://t.co/aJXJsP0VkG
1670,May you be blessed by the love of God… and be guided by Him. https://t.co/nKRalK2vwp
1671,Ur pic makes me miss my beard!  https://t.co/jZe1GFuWWv
1672,How sweet are you to say that. &amp; of course when u say it then it’s big encouragement for the little one.  Thanks. https://t.co/hfFW8hx3o2
1673,Exhausted after the little ones party!! Jumping Jacks r a killer. Phew. https://t.co/yGWePeW9S7
1674,I felt that only parents know how to love their child…the overwhelming msgs for AbRam make me realise u all lov him so much too. Grateful.
1675,"Heat, hard work and happiness beckons to @aanandlrai sets. https://t.co/a6faFonBNb"
1676,Wow. Daddy cool cool cool. Be healthy and happy my friend.  https://t.co/mbRAPOWHMb
1677,My best 2 David &amp; Brad for the release of War Machine on @netflix Pleasure to meet u both &amp; Brad the dance remains https://t.co/mxq0GKrqoL
1678,I also couldn’t afford the suit for part2… Dekhna bhai if u get a chance during ur robberies get me one too!! https://t.co/z3ipp9tQMm
1679,Extremely sad to start days when innocent lives are lost. Prayers for the deceased &amp; strength to the families of the Manchester victims.
1680,And thank u all for the wishes for Suhana. Will pass them on when she is back…am sure she will be overwhelmed with your love.
1681,All the best papa. He looks as tough and gentle as you. May all good things come his way.  https://t.co/75DVSGC8J0
1682,Thank u guys it’s marvellous!!  https://t.co/U5f3xQ4MNt
1683,Thank u for the 25 millions times love and support you all give all the time. https://t.co/6A5ZwxYr1i
1684,U have made my practice sessions public!!!  Now everyone will know I am not smart.  https://t.co/HC5AdAkLb7
1685,Best of luck and have a good show both bhaajis https://t.co/8IYPTf0pIZ
1686,Glad on the winning side tonite. But play offs need to have an extra day in case of an abandoned match. Ami KKR onwards with @GautamGambhir
1687,Thx IPL for a great season &amp; everything that goes with it. Time 2 leave in a bit if the rain doesn’t stop or the match doesn’t start.
1688,Amazing how u take these candid pics my man!! Didn’t even realise when u did!  https://t.co/gqhFAwPE5N
1689,Am so happy u feel the msg of love. Hope my expression of it reaches more so that all know that love is all u need.  https://t.co/QxFKlxJPPc
1690,My pleasure to help her through the crowd. https://t.co/kbT0ezlCFM
1691,Nostalgia heartbreaks &amp; highs. Shared a full lifetime with my team over the last 10 yrs in Kolkata our city.Thx all https://t.co/BsUvVDAuBg
1692,TED(dy) Walk https://t.co/g6r02FzVqH
1693,TEDdy Talk and walk https://t.co/wjgAGcm5RJ
1694,Thank u my man.  https://t.co/sGZ3RxKWmH
1695,Thank u so much ma’m.  https://t.co/lx0MBX43HJ
1696,Thank u https://t.co/TntMCLDM4C
1697,Ha ha. See u soon.  https://t.co/3HfC8NNBGh
1698,U r keep me with your words and liking. Thank u https://t.co/8UTXQlU3GP
1699,Thank u my friend https://t.co/h5wZkxYkJb
1700,Thank u am glad u liked it https://t.co/zW7fPTlMSl
1701,Thank u https://t.co/ACpxQw8TP5
1702,Thank u baby https://t.co/Z2tF4XqHCF
1703,Thanks love is all it takes https://t.co/cZO1T7NZFQ
1704,Am glad u liked it https://t.co/WSEZzcnA7D
1705,Sir aap se seekha hai. Thank u and love u https://t.co/Nzy1iSWxYH
1706,Thanks for being in Vancouver https://t.co/drw6hoGXKT
1707,Thank u baby https://t.co/SLaEWBtLsI
1708,Thank u Juliet for being so gently persistent and encouraging.  https://t.co/HLC2YFPMDx
1709,Thank u Chris for being so kind.  https://t.co/sZV3BNmizY
1710,"Thank you @TEDTalks , @TEDChris, @julietrblake and @StarPlus... https://t.co/C2tnyGBf4P"
1711,"'Create a world which is its own best lover.' My session at the @TEDTalks is now up. Hope u like it. 

https://t.co/0Xzud4213O"
1712,A day of heat…headphones and helicopters… https://t.co/huNtvjPF4E
1713,Lost our way a bit tonight…does not mean we can’t reach the destination. Onward with more resolve…lov u boys. @lynny50 well played. Ami KKR
1714,Please say thanks to mom.  https://t.co/V6QyMpy1Kz
1715,It was just the fish &amp; me...till these photo bombers floated in!! https://t.co/RDMPI3m2GN
1716,"After Kabhi Haan Kabhi Naa in '94, Sunil n Chris come together to make 105... well played boys! Ami KKR... https://t.co/30JSbFaqVE"
1717,@TVSanjeev @TheAsianAwards Thanks and love to family too. Send me a voice recording when u sing it!
1718,@TVSanjeev @TheAsianAwards I lose to my elder son too. Miss u my friend and have a great night.
1719,RT @TVSanjeev: @iamsrk This  reminds me of how often I am in the palm of my son's hand. Also how I lose to him in an arm wrestle. Missing u…
1720,You well my friend. Let’s meet up soon &amp; dwell on some Raees nostalgia.  https://t.co/DnlNqdMlMx
1721,Nothing is more Hand some… https://t.co/CkikRPl4nc
1722,"11th May https://t.co/cXP7NOKo6Z  I talk of a journey,mind numbing acronyms,my country,Future Us &amp; Lov made in India https://t.co/B4AKbMZKks"
1723,Was on way to drop my baby to school. U have a good walk.  https://t.co/NwCGoOVr43
1724,Thank u my friend for having me over. U r extremely gracious &amp; granny is too wild and beautiful.  https://t.co/Q80yylOPkC
1725,Wot a class act @davidwarner31  well played SRH. Ami KKR I am coming…we always come back. Rest a bit it’s been a tough day boys. Lov u all
1726,After a whirlwind travelling spree spent a quiet evening with friends in LA &amp; met one of my fav stars…Warren Beatty. https://t.co/LPC4IIwrCE
1727,Thank u @TEDTalks  @TEDchris @julietrblake for a wonderful time. All who came to lov me in Vancouver…my lov 2 u. https://t.co/FJD3yWgxsQ
1728,Glad u had a good time. Thx for the support.  https://t.co/QzT40BPB79
1729,Ami KKR...!!! https://t.co/cgyCqDlIha
1730,Windy LA enroute Vancouver. https://t.co/72pvpezoOf
1731,Off to Vancouver. Last long stint there was during the Pardes shoot…now for TEDtalks https://t.co/zFXdLi3dAf
1732,Looking forward to it and I hope I remember my speech!!! https://t.co/NDpdTWZVeQ
1733,Absolutely stunning.  https://t.co/t499UWr3Hk
1734,Do I need to say anything…but that I love u all at the Eden Garden. Ami KKR…YAAAYYYYYY!!!!! https://t.co/m6rjTFhOOl
1735,"Years ago when I saw snow for the first time, took this pic to show my kids. Thx @Ishikamohan for keeping it safe. https://t.co/qL7xVZ3SAX"
1736,Why so serious?! Actually it’s ok to like me seriously too.  https://t.co/4Us9pKpGot
1737,"Sadness ko karo bye, Zindagi ko kaho hi! Catch me as Dr. Jehangir in Dear Zindagi, tomorrow 12 noon on @ZeeCinema… https://t.co/KAZvJpvl21"
1738,"@sachin_rt I believed,when u did well I would 2 &amp; when u didn’t,I will https://t.co/UhouyNYvvx a billion others I m… https://t.co/VaTR9uCk6E"
1739,How fantastic was this win. Well done @GautamGambhir  &amp; Team KKR.Sum body is watching over us. Main bhi aa raha hoon https://t.co/PfNqq5sYtU
1740,Ami KKR. Well done @im_manishpandey @robbieuthappa @sunilpnarine74 @imkuldeep18 @trent_boult @iamyusufpathan &amp; all the boys. Dahaadness!
1741,Thx for the  tribute.All at @SFFILM @noah_sffilm @joshua_sffilm @kavitagupta19 u made me feel special &amp; all who came to attend. Lov u &amp; hugs
1742,Thx @BrettRatner for a great evening at the @SFFILM  ur doll is awesome like u. https://t.co/eJNTInUHBx
1743,"Join in and watch me at the SFFilmFestival live on Twitter!

 https://t.co/S3wrjVPdnS"
1744,Frisco such a nice night. Saw the trams &amp; miss Kolkata &amp; KKR weave their magic. Will join soon.Boys u were awesome! https://t.co/ZIUWRYgDgc
1745,Reminded of Dard e Disco…onward to San Francisco. https://t.co/Br5KOzmyry
1746,Oh well…there will be another knight. Congratulations Mumbai Indians. KKR boys v ‘slipped’ a bit but well played. Good effort.
1747,Punjab se Gujarat…only Pyaar…AmiKKR. Awesome @GautamGambhir @lynny50 my KKR boys &amp; @VenkyMysore Thx Rajkot. https://t.co/AlBAiytIEd
1748,"Lehraate Khet, Ladkiyaan, Lassi Te Love in Punjab. Thk u all for such a great shoot &amp; to Imtiaz for bringing us here https://t.co/wMzexdCfof"
1749,Thank u for the love the passion &amp; just sticking by ur team. KKR fans u make us!  https://t.co/mW53kxUDaB
1750,Super performance by @Pvsindhu1. Congratulations and thanks for making us proud.
1751,Thank u so much. U r as always kind &amp; encouraging. U r the role model I follow as always. https://t.co/Ooco3hliD9
1752,Honoured to be at at the 60th #SanFrancisco Int Film festival &amp; looking forward to meeting my friend @BrettRatner. Also memories in SanFran
1753,"25 yrs in Mumbai, which has given me my life. For the 1st time at the opening of RC vfx new office  I felt, I must have done something rite."
1754,"Spidey boom at home. They r coming out of everywhere! On the bright side, at least pizza delivery issue is resolved. https://t.co/DeBccRBuQt"
1755,"Success, love and prosperity to all on the auspicious occasion of Gudi Padwa... #GudiPadwa"
1756,"There are miles to travel, this way or that. 
And from where I am, it doesn’t really matter…only the journey does. https://t.co/Q7bBTk2CUE"
1757,Thank u team Red Chillies. https://t.co/Myujj5X1QJ
1758,Sometimes the quiet cold is what u need to make you feel warm…. https://t.co/47xULMvjNh
1759,So happy to see magic unfold.  https://t.co/c2thWOeCYH
1760,All the best little one. Well done.  https://t.co/gFBSIPTbKR
1761,Would've shot Gerua with ice cream instead of going to Iceland had I seen this earlier... Awesome! https://t.co/usmNgu7LDG
1762,And guess what I just got three new colours too!!! https://t.co/wk6q2oMmqu
1763,Phillauri the attempt at doing wot u believe in. @AnushkaSharma @diljitdosanjh #anshai #karnesh keep believing in the impossible.
1764,All good my friend? Let’s meet soon and focus  https://t.co/WwNQT0RDys
1765,I Leica this pic. But I Leica mine better.  https://t.co/dMxleC5C9R
1766,RT @AnushkaSharma: Bhoot hoon! Apni superpowers use karke Mannat mein ghus toh gayi! Pata hai wahan kya hua? #ShashiWasThere 👻 @iamsrk http…
1767,Actors go for roles with possibility.Instead an actor should choose the impossible &amp; give it his/her best even if it means to fail trying it
1768,Late nite discussions with my director Imtiaz. He said Aaj Kal main sirf Highway par Tamasha karta hoon. https://t.co/tOyPpd8oAR
1769,A little late but my best wishes to Mustafa for Machine. Abbasbhai Mastanbhai &amp; Hussainbhai my love to you.
1770,Thx IndiaToday for the platform.Had a great time &amp; happy 2 wear a suit for u. Mr.Puri &amp; team nxt time dinner fr sure https://t.co/tZwKTkO0np
1771,Sorry if I bore u with my theories of life. Thank u for the late night stay sir.  https://t.co/FT8kFCdwZg
1772,"While growing up our mantra was “Any nite, just u me &amp; my leather jacket” Imtiaz reminded us of the same on sets too https://t.co/DY42BbjxvV"
1773,And the little one spreads the spirit of Holi with little Legos. As long as the happy colours colour us… https://t.co/wAhbbTam7k
1774,My beautiful neighbours hav been dancing to loud music since noon. So happy instead of working I am humming ‘I’m in lov with the shape of u’
1775,Yes man.  https://t.co/qnjVbL1YEd
1776,Happy Holi to everyone. Be happy and high on life. https://t.co/qL0eR9Uqif
1777,Netflixed &amp; Chilled. Thx @reedhastings Ted Sarandos &amp; team &amp; my friend @aamir_khan for breaking his regimen for me. https://t.co/ruFbIozkxQ
1778,All the best boys for a happy season. Welcome aboard https://t.co/nWLJRSmXlm
1779,"Had a minor follow up surgery on my left shoulder.They marked my right hand like this, so there is no mistake. Sweet https://t.co/LH5aoh3X4y"
1780,Kaise hain aap Aseem sahib. India ka jhanda lehraate rehna US mein. Thanks https://t.co/jNaYIJrvWr
1781,"Every time the past weighs on ur heart, or the future frightens u..shut ur eyes &amp; make him/her ur present. https://t.co/Lw2kG1qhEH"
1782,Hold her hand so that she can lead you. Happy Women’s Day https://t.co/U2wogCQiQ1
1783,Thank u little one for the night. Keep doing amazing work &amp; make us proud.  https://t.co/BETr4EhPJE
1784,Thank u for doing all that u and ur team is doing. Next time can I eat chicken also and not just wear it! https://t.co/hG1dNsTtL6
1785,Yes never know where and when I may have to celebrate life…so hav party halls ready all over. Ha ha  https://t.co/BbmGFWMS9E
1786,Thx @MWSYouth @AzmiShabana @ManishMalhotra #Namrata for making me walk for women equality. It was such a happy show https://t.co/ln1wsm5QtM
1787,Thank u ma’m. U r sweet to make me feel so welcome. See u soon https://t.co/GKyBns6Y4E
1788,@shahidkamal will mail and meet next time I am in London. Be well and give my love to wife.
1789,@shahidkamal let me know where u r at...will come and see u. U still gaming??
1790,@shahidkamal how r u my man. Miss you. U showed respect to taking Indian film stuff into gaming. Thanks. Be well
1791,Walking ramp for #Mijwan -Summer17 by @ManishMalhotra showcases chikankari by #Mijwan women.@AzmiShabana Difficult job u hav given me! 5Mar
1792,Hair on the chest lady…need hair on the chest!! Working on it though. Love Hugh &amp; Wolverine. https://t.co/LZKOqhLPdU
1793,How lovely it was to sit &amp; watch u perform this role. My favourite times as an actor.. bas dekhta rahoon https://t.co/13CgXAcmnV
1794,Went to Body Sculptor Bandra first time. Worked out &amp; they serve healthy dinner too. https://t.co/vqaq1cbJtP
1795,Very nice https://t.co/82IieCsC16
1796,Was happy for this last night. Thank u all https://t.co/XVWKtnSRWO
1797,My dream is to meet u…my magic…my affirmation that life is beautiful. https://t.co/iSIdsCwV7O
1798,As Life inflicts pain upon u it balances it by creating a stunningly beautiful thing around u too.All u need 2 do is find it #23YearsOfKHKN
1799,U r bloody creative… watch like an.. nice. https://t.co/WOoEIyglOG
1800,Raees releases in Egypt &amp; Jordan today. Hope u all enjoy it &amp; thanks for watching Indian films. My love to u all. https://t.co/dbR4Sk2J75
1801,Hope u r well and thank u for the revisit. But I must say u do overstate the importance of Rajma Chawal.  https://t.co/qi5vX2zhRk
1802,Was lovely to work with u ma’m. U have such an amazing happy energy.  https://t.co/IJKwNX9EIk
1803,I think we are all set. Well done Team.  https://t.co/QB3ebnAYks
1804,Ittefaq starts now. Thanx to Juno and his wonderful team. https://t.co/uU8Xt0tmyH
1805,My fav films by Yashji #Ittefaq is being recreated by Abhay. Thx  @S1dharthM  @sonakshisinha Akshaye. Also BR &amp; Dharma Films tie up with RCE
1806,Let me know the time and place. Will figure out my own accommodation! https://t.co/epmqhSQDIx
1807,Thank u it’s nice to read my beliefs lest I forget them to the daily grind.  https://t.co/7Wu2eDfcoH
1808,Dirk Gently is a TV series!! And I didn’t know it! Woe be upon me. Sorry Adams. The pic is for no apparent reason. https://t.co/K2BWtCQ32a
1809,Am a big fan of TED Talks so this is extremely exciting to be spreading #NayiSoch on @StarPlus with @TEDTalks #TEDTalksIndiaNayiSoch
